date,open,max,min,close,volume,turnover
2020/1/2 10:55,3090.99,3090.99,3089.3,3089.86,888368,1057095680
2020/1/2 10:56,3089.4,3090.28,3089.33,3089.67,853152,979550208
2020/1/2 10:57,3089.21,3090.01,3089.21,3089.69,815472,973324288
2020/1/2 10:58,3089.7,3092.07,3089.7,3092.07,978880,1152581632
2020/1/2 10:59,3091.01,3092.85,3091.01,3092.85,832720,1023950848
2020/1/2 11:00,3092.47,3093.23,3092.16,3093.04,805104,916504576
2020/1/2 11:01,3093.32,3093.77,3092.86,3093.6,822768,923598848
2020/1/2 11:02,3092.97,3094.94,3092.97,3094.12,863104,969916416
2020/1/2 11:03,3094.32,3095.44,3093.92,3095.44,925984,1068711936
2020/1/2 11:04,3095.38,3095.62,3094.35,3094.52,959888,1021591552
2020/1/2 11:05,3095.38,3095.38,3094.32,3094.7,742768,833323008
2020/1/2 11:06,3094.23,3094.23,3092.62,3092.77,800816,892469248
2020/1/2 11:07,3092.75,3092.88,3091.86,3091.86,780032,869597184
2020/1/2 11:08,3092.17,3092.24,3091.43,3092.24,746016,823214080
2020/1/2 11:09,3091.99,3091.99,3091.22,3091.22,685648,780353536
2020/1/2 11:10,3091.61,3092.21,3091.37,3091.89,729408,810074112
2020/1/2 11:11,3092.71,3093.59,3092.28,3093.59,818576,901267456
2020/1/2 11:12,3093.01,3094.45,3093.01,3093.33,811616,894353408
2020/1/2 11:13,3093.38,3094.44,3093.38,3094.09,802544,888389632
2020/1/2 11:14,3095.04,3095.04,3093.98,3093.98,755456,850132992
2020/1/2 11:15,3094.61,3095.25,3094.01,3094.42,677600,782090240
2020/1/2 11:16,3094.37,3095.44,3094.35,3094.65,678528,795918336
2020/1/2 11:17,3095.05,3095.6,3094.33,3094.89,707040,835420160
2020/1/2 11:18,3094.72,3095.34,3094.58,3094.61,647328,776421376
2020/1/2 11:19,3094.93,3095.83,3094.42,3095.5,687504,802013184
2020/1/2 11:20,3095.03,3095.57,3094.75,3095.34,706464,826048512
2020/1/2 11:21,3094.79,3095.67,3094.37,3094.63,737168,830636032
2020/1/2 11:22,3094.6,3094.6,3091.99,3091.99,755216,938393600
2020/1/2 11:23,3092.07,3092.56,3091.77,3092.05,792112,875511808
2020/1/2 11:24,3092,3092,3090.23,3091.03,761808,805748736
2020/1/2 11:25,3090.2,3090.41,3089.36,3089.56,907280,882917376
2020/1/2 11:26,3089.08,3089.57,3088.95,3089.38,723648,794411008
2020/1/2 11:27,3088.98,3089.28,3087.72,3087.87,881664,912637952
2020/1/2 11:28,3088.04,3088.04,3086.94,3087.13,856272,867696640
2020/1/2 11:29,3087.35,3087.78,3086.71,3087.22,737504,793755648
2020/1/2 11:30,3086.95,3087.57,3086.93,3087.16,642512,744620032
2020/1/2 13:01,3087.21,3089.04,3087.21,3088.91,2339408,2247147520
2020/1/2 13:02,3089.04,3089.63,3088.59,3088.59,623440,771883008
2020/1/2 13:03,3089.13,3089.54,3088.38,3088.44,685984,814563328
2020/1/2 13:04,3088.39,3088.5,3087.65,3088.5,644928,822820864
2020/1/2 13:05,3088.27,3089.79,3088.27,3089.18,652400,788430848
2020/1/2 13:06,3088.68,3089.44,3088.63,3088.74,741872,827195392
2020/1/2 13:07,3089.09,3089.24,3088.32,3088.45,659232,804929536
2020/1/2 13:08,3088.84,3089.18,3088.51,3088.68,732848,879116288
2020/1/2 13:09,3089.25,3089.51,3088.59,3088.66,667152,886407168
2020/1/2 13:10,3088.93,3089,3088,3088,707872,914948096
2020/1/2 13:11,3087.65,3088.03,3085.74,3085.74,860352,1056178176
2020/1/2 13:12,3085.92,3086.28,3085.36,3085.36,833200,977338368
2020/1/2 13:13,3085.95,3085.99,3084.41,3084.9,727312,997933056
2020/1/2 13:14,3084.51,3085.13,3084.5,3084.62,741424,926498816
2020/1/2 13:15,3085.2,3085.2,3082.91,3083.32,921936,1051656192
2020/1/2 13:16,3083.34,3083.55,3082.74,3083.16,815296,1029423104
2020/1/2 13:17,3082.86,3083.95,3082.86,3083.76,738384,918323200
2020/1/2 13:18,3083.8,3084.3,3083.58,3084.01,795504,910508032
2020/1/2 13:19,3084.24,3084.49,3083.53,3084.05,736512,853704704
2020/1/2 13:20,3083.53,3084.74,3083.53,3084.56,765696,841449472
2020/1/2 13:21,3084.81,3084.88,3084.31,3084.31,804896,877395968
2020/1/2 13:22,3084.77,3084.77,3084.06,3084.65,772912,886669312
2020/1/2 13:23,3084.7,3085.01,3084.3,3084.63,820608,835600384
2020/1/2 13:24,3085.12,3085.12,3084.4,3085.12,779152,836960256
2020/1/2 13:25,3084.81,3085.66,3084.49,3085.19,711952,833863680
2020/1/2 13:26,3084.99,3086.05,3084.94,3085.6,702960,770113536
2020/1/2 13:27,3085.19,3085.72,3084.97,3084.97,711520,831619072
2020/1/2 13:28,3085.68,3085.71,3084.38,3084.46,701664,814792704
2020/1/2 13:29,3084.67,3084.87,3083.98,3084.59,729824,866910208
2020/1/2 13:30,3084.56,3084.56,3083.3,3083.31,812976,817446912
2020/1/2 13:31,3083.68,3083.78,3083,3083.59,835872,910278656
2020/1/2 13:32,3083.6,3083.6,3082.54,3082.59,836208,882671616
2020/1/2 13:33,3082.61,3083.27,3082.51,3082.55,783984,821641216
2020/1/2 13:34,3083.29,3083.29,3082.61,3083.16,749824,804683776
2020/1/2 13:35,3082.86,3083.22,3082.32,3082.32,688640,783892480
2020/1/2 13:36,3083.01,3083.35,3082.07,3082.59,708736,787857408
2020/1/2 13:37,3082.58,3083.51,3082.48,3083.51,743040,799653888
2020/1/2 13:38,3083.22,3084.6,3083.14,3084,686496,762429440
2020/1/2 13:39,3084.45,3084.85,3083.93,3084.19,735808,778010624
2020/1/2 13:40,3084.49,3084.81,3084.27,3084.81,674048,769884160
2020/1/2 13:41,3084.59,3085.7,3084.49,3084.85,661440,740212736
2020/1/2 13:42,3085.03,3085.57,3084.75,3085.57,632176,786563072
2020/1/2 13:43,3085.25,3085.98,3085.08,3085.08,615840,715014144
2020/1/2 13:44,3085.3,3086,3084.81,3085.55,748976,803635200
2020/1/2 13:45,3085.63,3086.75,3085.63,3086.26,746016,794312704
2020/1/2 13:46,3086.6,3086.63,3085.82,3085.9,738576,795918336
2020/1/2 13:47,3086.01,3086.68,3086.01,3086.3,717920,796884992
2020/1/2 13:48,3086.77,3087.06,3086.41,3086.41,723184,794066944
2020/1/2 13:49,3086.6,3087.2,3086.54,3087.13,768320,806944768
2020/1/2 13:50,3086.36,3087.36,3086.36,3087.17,724816,833994752
2020/1/2 13:51,3087.66,3089.18,3087.66,3088.85,1249408,1410809856
2020/1/2 13:52,3089.24,3089.93,3089.24,3089.75,979312,1070137344
2020/1/2 13:53,3089.94,3090.37,3088.71,3089.06,897376,1004896256
2020/1/2 13:54,3088.71,3089.31,3088.27,3088.52,769680,857849856
2020/1/2 13:55,3088.5,3088.9,3088.5,3088.51,620800,733167616
2020/1/2 13:56,3088.71,3089.18,3088.43,3088.65,621632,761872384
2020/1/2 13:57,3088.62,3089.56,3088.13,3088.13,662304,727252992
2020/1/2 13:58,3088.97,3089.1,3087.92,3088.85,628688,719880192
2020/1/2 13:59,3088.57,3090.06,3088.54,3090.06,614416,713064448
2020/1/2 14:00,3089.65,3090.77,3089.29,3090.77,773888,916602880
2020/1/2 14:01,3090.35,3090.84,3090.18,3090.74,1126160,1106444288
2020/1/2 14:02,3091,3091.21,3090.32,3090.99,728704,811565056
2020/1/2 14:03,3091.19,3091.31,3090.36,3090.36,731200,833388544
2020/1/2 14:04,3090.68,3090.68,3089.08,3089.43,769568,872972288
2020/1/2 14:05,3088.94,3089.73,3088.84,3089.29,718432,831488000
2020/1/2 14:06,3089.02,3089.44,3088.55,3089.42,685952,802930688
2020/1/2 14:07,3088.85,3089.43,3088.21,3088.78,669664,817807360
2020/1/2 14:08,3088.37,3088.66,3087.91,3088.2,772320,840613888
2020/1/2 14:09,3087.78,3087.98,3087.18,3087.37,778192,829407232
2020/1/2 14:10,3087.52,3087.52,3086.4,3086.4,685232,762003456
2020/1/2 14:11,3086.69,3086.69,3085.5,3085.58,836832,945815552
2020/1/2 14:12,3085.48,3085.98,3084.94,3085.79,725792,785219584
2020/1/2 14:13,3085.46,3085.9,3084.73,3085.4,745040,863354880
2020/1/2 14:14,3084.98,3085.2,3084.49,3085.06,718096,828735488
2020/1/2 14:15,3085.1,3085.48,3084.36,3084.69,717200,773095424
2020/1/2 14:16,3085.22,3085.22,3084.34,3084.61,703632,745504768
2020/1/2 14:17,3085.09,3085.23,3084.38,3084.62,691616,777486336
2020/1/2 14:18,3084.63,3085.44,3084.43,3085.44,726480,773357568
2020/1/2 14:19,3085.68,3085.9,3084.96,3085.47,850688,847413248
2020/1/2 14:20,3085.72,3085.96,3084.87,3085.85,807888,824049664
2020/1/2 14:21,3085.4,3085.72,3085.22,3085.22,795184,864747520
2020/1/2 14:22,3085.06,3085.48,3084.75,3085.38,695168,758611968
2020/1/2 14:23,3084.96,3085.51,3084.83,3085.51,670464,738983936
2020/1/2 14:24,3085.08,3085.73,3084.89,3085.41,724672,846725120
2020/1/2 14:25,3085,3087.33,3084.66,3087.33,885440,979992576
2020/1/2 14:26,3087.28,3087.88,3086.98,3087.72,875104,970653696
2020/1/2 14:27,3087.86,3087.9,3087.13,3087.13,680256,768606208
2020/1/2 14:28,3087.54,3087.64,3085.41,3085.41,816512,927563776
2020/1/2 14:29,3085.91,3086.55,3085.9,3086.55,804224,868941824
2020/1/2 14:30,3086.2,3086.79,3085.95,3086.11,781168,801734656
2020/1/2 14:31,3086.3,3086.79,3085.76,3086.79,874624,920551424
2020/1/2 14:32,3086.92,3087,3086.23,3086.97,820656,853803008
2020/1/2 14:33,3087.06,3087.74,3086.72,3087.02,791408,891617280
2020/1/2 14:34,3086.92,3087.88,3086.92,3087.88,877440,996769792
2020/1/2 14:35,3087.62,3087.99,3087.05,3087.2,813392,902660096
2020/1/2 14:36,3087.92,3087.92,3086.95,3087.11,818384,935526400
2020/1/2 14:37,3087.19,3087.55,3086.75,3086.75,872544,1031307264
2020/1/2 14:38,3087.7,3087.7,3086.78,3087.23,888240,1026916352
2020/1/2 14:39,3087.23,3087.4,3086.67,3087.15,893680,1069056000
2020/1/2 14:40,3086.77,3086.91,3085.88,3085.88,972608,1197998080
2020/1/2 14:41,3086.49,3086.53,3085.19,3085.4,1113424,1245609984
2020/1/2 14:42,3084.97,3085.87,3084.31,3084.35,1024000,1232207872
2020/1/2 14:43,3084.75,3084.75,3083.81,3084.51,1074656,1210417152
2020/1/2 14:44,3084.49,3084.77,3083.9,3084.45,1117216,1221885952
2020/1/2 14:45,3084.16,3084.51,3083.55,3083.83,1081632,1228439552
2020/1/2 14:46,3084.15,3084.86,3083.64,3084.51,1196896,1356464128
2020/1/2 14:47,3084.61,3084.61,3084,3084.26,1148352,1210023936
2020/1/2 14:48,3083.86,3084.4,3083.12,3083.12,1153632,1247805440
2020/1/2 14:49,3083.92,3084.12,3083.22,3083.79,1228672,1327529984
2020/1/2 14:50,3084,3084,3083.09,3083.61,1285120,1386545152
2020/1/2 14:51,3083.48,3083.8,3083.29,3083.32,1407776,1472790528
2020/1/2 14:52,3083.52,3084.7,3083.52,3084.22,1368032,1500545024
2020/1/2 14:53,3084.54,3084.54,3083.89,3084.24,1299328,1459683328
2020/1/2 14:54,3084.61,3084.63,3083.99,3084.63,1481792,1640726528
2020/1/2 14:55,3084.3,3084.84,3084.02,3084.84,1664608,1821868032
2020/1/2 14:56,3083.98,3084.82,3083.98,3084.45,1867680,1951039488
2020/1/2 14:57,3084.85,3085.1,3084.5,3084.8,1995008,2095644672
2020/1/2 14:58,3085.12,3085.12,3085.02,3085.02,86112,99549184
2020/1/2 14:59,3085.02,3085.02,3085.02,3085.02,0,0
2020/1/2 15:00,3084.98,3085.2,3084.98,3085.2,3105696,3518234624
2020/1/3 9:31,3089.02,3089.61,3088.11,3089.27,8056445,8878196736
2020/1/3 9:32,3088.77,3090.15,3088.77,3089.26,3437538,3692878848
2020/1/3 9:33,3089.3,3089.3,3086.53,3086.59,2847171,3440461824
2020/1/3 9:34,3086.82,3089.11,3086.82,3088.84,2615854,3208203264
2020/1/3 9:35,3089.08,3089.67,3088.86,3088.86,2593836,3369596928
2020/1/3 9:36,3089.16,3089.19,3087.2,3087.46,2491084,2979094528
2020/1/3 9:37,3087.21,3087.78,3086.86,3087.37,2447960,2928410624
2020/1/3 9:38,3087.29,3088.04,3086.64,3086.64,2305944,2810230784
2020/1/3 9:39,3086.8,3087.23,3085.55,3085.55,2161660,2482903040
2020/1/3 9:40,3085.65,3085.75,3084.64,3084.64,2241720,2535092224
2020/1/3 9:41,3083.99,3083.99,3081.72,3081.91,2477404,2682421248
2020/1/3 9:42,3082.15,3084.71,3082.15,3084.71,2474248,2682531840
2020/1/3 9:43,3084.47,3086.34,3084.47,3086.34,2317072,2643890176
2020/1/3 9:44,3086.62,3087.7,3086.62,3087.05,1988120,2221158400
2020/1/3 9:45,3087.23,3088.58,3087.23,3087.87,1988532,2263216128
2020/1/3 9:46,3087.93,3088.65,3087.93,3088.12,2060496,2211491840
2020/1/3 9:47,3087.5,3088.35,3087.5,3087.98,1774744,1975300096
2020/1/3 9:48,3087.14,3087.87,3087.14,3087.78,1640296,1962979328
2020/1/3 9:49,3087.76,3087.76,3086.37,3086.41,1571720,1835388928
2020/1/3 9:50,3086.43,3087.95,3086.43,3087.24,1624572,1871777792
2020/1/3 9:51,3087.64,3088.16,3086.46,3086.46,1633400,1961345024
2020/1/3 9:52,3086.6,3086.95,3085.64,3085.92,1607760,1895276544
2020/1/3 9:53,3086.34,3087.3,3086.09,3086.58,1468332,1730097152
2020/1/3 9:54,3086.4,3087.6,3086.4,3087.22,1575724,1850310656
2020/1/3 9:55,3086.57,3086.88,3085.6,3085.81,1590992,1807912960
2020/1/3 9:56,3085.95,3086.16,3085.28,3085.5,1677600,1794719744
2020/1/3 9:57,3085.65,3085.65,3084.51,3084.51,1677540,1812340736
2020/1/3 9:58,3084.62,3085.14,3084.1,3084.55,1628528,1781702656
2020/1/3 9:59,3084.12,3084.66,3083.62,3084.23,1566428,1810907136
2020/1/3 10:00,3083.8,3084.17,3083.05,3083.14,1527744,1746649088
2020/1/3 10:01,3083.18,3083.38,3082.46,3083.38,1597584,1777737728
2020/1/3 10:02,3083.43,3084.56,3083.3,3084.56,1402448,1593950208
2020/1/3 10:03,3084.32,3085.4,3084.23,3084.99,1298744,1414111232
2020/1/3 10:04,3085.38,3085.54,3084.77,3085.54,1292832,1428750336
2020/1/3 10:05,3085.54,3085.85,3085.22,3085.4,1278472,1384120320
2020/1/3 10:06,3085.79,3086.13,3085.41,3085.71,1200648,1295532032
2020/1/3 10:07,3086.18,3087.11,3085.98,3087.11,1310552,1407197184
2020/1/3 10:08,3086.98,3087.17,3086.5,3086.63,1226920,1359880192
2020/1/3 10:09,3086.92,3087.65,3086.62,3087.43,1185048,1307656192
2020/1/3 10:10,3087.72,3087.72,3086.6,3087.22,1293992,1413226496
2020/1/3 10:11,3087.44,3089.41,3087.44,3089.41,1644128,1665343488
2020/1/3 10:12,3089.46,3090.43,3089.46,3090.39,1463200,1527988224
2020/1/3 10:13,3090.64,3090.64,3089.12,3089.12,1347584,1502494720
2020/1/3 10:14,3089.34,3090.09,3089.19,3089.47,1005608,1164689408
2020/1/3 10:15,3090.22,3090.24,3089.19,3089.19,1097000,1232404480
2020/1/3 10:16,3089.27,3089.65,3088.87,3088.87,1064120,1191059456
2020/1/3 10:17,3088.82,3088.82,3087.64,3087.64,1048760,1233108992
2020/1/3 10:18,3087.55,3088.36,3087.21,3087.78,974080,1193574400
2020/1/3 10:19,3088,3088.48,3087.73,3088.03,1008344,1204273152
2020/1/3 10:20,3088.43,3089.61,3088.42,3089.04,1081688,1353809920
2020/1/3 10:21,3089.48,3090.03,3089.02,3089.32,1298184,1280737280
2020/1/3 10:22,3090.06,3090.06,3088.46,3088.66,1429120,1357201408
2020/1/3 10:23,3088.45,3089.6,3088.45,3089.52,1048704,1200521216
2020/1/3 10:24,3089.95,3089.95,3088.77,3088.77,1088224,1240481792
2020/1/3 10:25,3089.22,3089.75,3088.95,3088.95,955832,1073700864
2020/1/3 10:26,3089.46,3090.81,3089.36,3090.37,1130168,1174642688
2020/1/3 10:27,3090.6,3091.65,3090.48,3091.65,1295824,1238073344
2020/1/3 10:28,3091.45,3092.34,3091.45,3092.02,1413656,1355751424
2020/1/3 10:29,3092.48,3093.82,3091.95,3093.23,1638456,1546649600
2020/1/3 10:30,3093.63,3093.77,3092.05,3092.75,1509352,1498497024
2020/1/3 10:31,3093.07,3093.07,3091.39,3091.39,1293000,1336803328
2020/1/3 10:32,3091.81,3091.82,3090.38,3090.38,1300560,1366589440
2020/1/3 10:33,3090.33,3090.68,3089.66,3090.47,1199624,1251991552
2020/1/3 10:34,3090.26,3090.54,3089.73,3089.73,1102904,1121107968
2020/1/3 10:35,3089.93,3090.19,3089.74,3090.13,1105240,1145888768
2020/1/3 10:36,3090.1,3090.3,3089.42,3089.77,1051744,1021632512
2020/1/3 10:37,3089.43,3089.59,3088.94,3088.94,1020336,1113628672
2020/1/3 10:38,3088.89,3089.2,3088.06,3088.06,1036384,1089765376
2020/1/3 10:39,3087.83,3088.34,3087.56,3087.6,1078872,1381294080
2020/1/3 10:40,3087.36,3087.62,3086.56,3086.56,978120,1139982336
2020/1/3 10:41,3086.62,3086.62,3085.26,3085.26,1164160,1332207616
2020/1/3 10:42,3085.41,3085.64,3085.14,3085.51,1265344,1379491840
2020/1/3 10:43,3085.43,3085.43,3084.6,3084.88,1120768,1210155008
2020/1/3 10:44,3084.57,3085.06,3084.02,3084.21,961808,1106608128
2020/1/3 10:45,3084.4,3084.74,3084.05,3084.29,1009296,1136476160
2020/1/3 10:46,3084.45,3084.49,3083.75,3083.95,1169072,1215102976
2020/1/3 10:47,3084.23,3084.23,3083.5,3083.6,1080288,1167532032
2020/1/3 10:48,3083.84,3083.84,3082.28,3082.28,1017056,1120485376
2020/1/3 10:49,3082.4,3082.4,3080.51,3080.51,1352960,1473953792
2020/1/3 10:50,3080.28,3080.28,3079.36,3079.36,1429208,1642086400
2020/1/3 10:51,3079.39,3080.71,3079.39,3080.57,1790232,1672462336
2020/1/3 10:52,3080.54,3081.18,3080.32,3080.36,989240,1161527296
2020/1/3 10:53,3080.41,3081.04,3079.9,3080.41,951784,1090486272
2020/1/3 10:54,3080.54,3082.05,3080.54,3081.96,1045816,1132363776
2020/1/3 10:55,3081.94,3082.32,3081.57,3082.05,884584,974454784
2020/1/3 10:56,3082.46,3082.7,3081.87,3081.94,892136,841973760
2020/1/3 10:57,3082.15,3083.1,3082.08,3082.73,787840,838828032
2020/1/3 10:58,3082.78,3083.58,3082.75,3083.52,807728,907608064
2020/1/3 10:59,3083.72,3084.01,3083.31,3083.97,819872,871284736
2020/1/3 11:00,3083.97,3084.81,3083.94,3084.42,763088,834682880
2020/1/3 11:01,3085,3085.28,3084.21,3084.96,867440,884129792
2020/1/3 11:02,3084.94,3085.39,3084.21,3084.9,744816,770310144
2020/1/3 11:03,3084.81,3085.2,3084.15,3084.63,778064,823050240
2020/1/3 11:04,3084,3084.59,3083.25,3083.37,757168,782663680
2020/1/3 11:05,3083.38,3084.04,3083.1,3083.49,756864,797704192
2020/1/3 11:06,3083.14,3083.39,3082.82,3083.39,741072,793083904
2020/1/3 11:07,3083.03,3083.6,3082.48,3082.79,778784,837926912
2020/1/3 11:08,3082.58,3083.47,3082.58,3083.38,741328,895909888
2020/1/3 11:09,3083.72,3084.2,3082.97,3083.68,747824,838975488
2020/1/3 11:10,3083.17,3083.49,3082.74,3083.02,700208,778338304
2020/1/3 11:11,3083.56,3083.56,3081.66,3082.08,788368,927989760
2020/1/3 11:12,3081.88,3082.59,3081.27,3081.27,777008,1009303552
2020/1/3 11:13,3081.17,3082.02,3081,3081.07,797168,941277184
2020/1/3 11:14,3081.63,3081.65,3080.41,3080.41,705408,812449792
2020/1/3 11:15,3080.54,3081.47,3080.53,3080.62,691024,818905088
2020/1/3 11:16,3080.61,3081.26,3080.5,3080.91,606192,829521920
2020/1/3 11:17,3080.31,3081.1,3079.93,3080.05,655264,871432192
2020/1/3 11:18,3080.32,3080.69,3079.86,3080.18,704464,969244672
2020/1/3 11:19,3080.58,3080.9,3079.9,3080.82,750720,861208576
2020/1/3 11:20,3080.84,3081.14,3080.27,3080.27,722256,837976064
2020/1/3 11:21,3080.89,3081.26,3080.63,3080.65,781552,888307712
2020/1/3 11:22,3080.71,3080.87,3080.11,3080.37,838768,1004847104
2020/1/3 11:23,3080.12,3081.37,3080.12,3080.87,826720,914866176
2020/1/3 11:24,3081.57,3081.57,3080.33,3081.22,762912,898236416
2020/1/3 11:25,3081.01,3081.09,3080.49,3080.77,713440,868253696
2020/1/3 11:26,3080.23,3080.82,3079.75,3079.92,723808,883900416
2020/1/3 11:27,3079.55,3079.55,3077.48,3077.48,888656,1125761024
2020/1/3 11:28,3077.11,3077.54,3076.25,3076.68,1043344,1263140864
